>> randmatr(99,99,9999,mid)
	Ans:
	 -2499	 9063,700	 -2459	 1298,700	 4676	 9673	 -4599	 -4636	 1034	 -6761	 -9990	 -1474	 -8151	 9492,200	 9787,150	 5645	 2325,550	 3354	 -9473	 6392,450	 7507	 -2436	 9308,800	 -599,700	 -7788	 6879,450	 -9430	 3150	 1396	 -9551	 -2885	 2736,900	 6345,600	 -6009,850	 4060	 -3352,950	 -2939,200	 -1547	 -1470	 -7311,050	 -3760,100	 -3232,450	 -6975	 7227	 -4737	 5337,800	 5352	 6856,500	 -2456,300	 1925,700	 3010,150	 -3357,950	 -345	 6545,900	 -5098,050	 4087	 5614,800	 7039	 -1715,950	 -7034	 -5275	 -4059	 -6156	 6142	 8341,800	 -9704,400	 6776,550	 1545,550	 5999,950	 -8936,400	 -3222	 -9589	 6233	 3750	 4811,150	 -8045	 -7471,100	 6905	 9585	 3609	 9773	 124,500	 -8417	 -9039,400	 1607,700	 8202,550	 7556,900	 6522,650	 4048,100	 3084,850	 3407	 -8483	 -4198,950	 -9768	 -1733	 -254	 -9368,200	 -8934	 -2249,200
	 8281	 -6482	 -6893	 -4944	 -8138,250	 4757,050	 -858,450	 1002	 -5992,300	 6827,900	 8437	 -2428,050	 -7448,850	 4413,200	 -5831,300	 2283,700	 -7200,350	 7041,950	 3617	 6508,800	 -4243,800	 -7342	 -8971	 8163	 4125	 9528,950	 -6569,300	 1078	 -7252	 9433	 8592	 6433,400	 -4892,050	 9942	 -755,900	 -3340,650	 2549	 8766,650	 -7302,550	 7167	 -2150,300	 -2000,050	 -9976,950	 -3658,700	 9773	 -8823,950	 3910	 -861,900	 279	 1029	 9358	 4722	 973	 -9152,150	 -3667,100	 -6494	 506,650	 7287,850	 -1470	 -6019	 9503,050	 7592	 -2598,400	 4763	 -5298,950	 -962	 5557,750	 -7799	 -1089	 -6443,550	 -1286,050	 -1040	 8474	 5389	 -9704,400	 3978,450	 -5176	 4686,900	 7866	 -827	 1797,200	 4915	 -4485	 -6715	 -4629,200	 6992,100	 -8688	 -1735,650	 -2592,100	 8024	 -5969	 -1411	 -9893	 7538,300	 -1777	 8884,650	 2755,750	 9103,600	 1819,350
	 -9733	 -2540,850	 230	 -4614	 761,900	 -4544,800	 -1571,650	 7169	 247	 -9313,100	 -3655,100	 3097	 -4765,650	 2246	 3827	 5836	 -6048,650	 2353,450	 9845,350	 2084,450	 7066	 1487	 -7866,300	 -7781,900	 -5522	 -2673	 7450,500	 1433,500	 3527	 -855,200	 374,550	 -3455	 9064,250	 4275	 -6533	 -2457,950	 -9275	 8316	 6755	 -1909,850	 7811	 -4301	 -607,250	 -5919,350	 -2788	 2256	 -8614	 4386,950	 4667,300	 6459	 8291,500	 -7026,400	 4867	 -9076,550	 -3218,750	 6469	 -9309,700	 847	 3923	 6393	 -2973	 -8960,600	 -1864,250	 121	 9558	 -1867	 -5360	 -226	 -6114,950	 -329,050	 -6650,950	 3148	 5373,250	 6668,300	 2054,550	 -4165,150	 5168,550	 1321,900	 2823,700	 -1337	 -7306,100	 -3520	 4473	 9619,700	 -9926,500	 -1461	 9035	 -5621	 -1139	 383,850	 5088,500	 4565	 -5546,400	 -3964	 5854	 7933,800	 8584	 -6377,900	 -5056,400
	 -438	 -4699	 8334,600	 7644,150	 8217,250	 788,100	 2005	 655,400	 -2950,050	 2467	 925,700	 8123	 2716,250	 7721,650	 8583	 6916	 2121,800	 7667,550	 -5072	 -1012	 878	 6346,800	 8815,250	 3745	 2645	 -9260,050	 5283,250	 -1696	 3489,750	 -8021,750	 4271,600	 8515,050	 395,400	 -6831,150	 2460	 -1330,650	 8071,750	 4192	 4837,500	 -7253	 3207	 8888,950	 7663,250	 5130,100	 287,650	 -4985,600	 9443	 3653,850	 8144,800	 2343	 -8421	 -7123,750	 1364,450	 9349	 -4692,750	 -9520	 5682,450	 3799	 6608,350	 -5314	 1539,800	 7698	 5682	 5567,550	 -5097,150	 -8048,850	 2652	 8155,800	 9513,250	 1129	 6143	 -9768	 -291	 -6234	 -3628,150	 -7315,600	 7922,500	 8513	 -634,250	 -4645,100	 -3940	 -8383	 3997	 6212	 4825,700	 6035,200	 8428,550	 6791	 210	 7659,950	 7636	 -8243	 -8791,400	 -1038	 -1357	 5505	 7972	 -4499	 5100
	 3678	 -5501,850	 5675	 7873	 -7510,850	 -5003	 9096	 -6752,800	 3738,750	 -1895	 3980	 -4594,850	 8441,300	 8055	 -1044	 -5161	 -3089,600	 -3034	 9668	 -707	 -1777	 -2637,650	 5581	 -1080,400	 -3045,950	 -886,650	 -2648	 -7740,900	 -9946,050	 -117,750	 187,750	 4702	 -8231	 3255	 -6438	 6077	 -498,200	 3681	 2681,900	 -1023,950	 -1504,050	 2371	 -7887,800	 -5502	 8225	 3277	 6912	 -2977	 -1597	 3325,500	 1730,800	 4667	 7476,750	 -3992	 3181,800	 -2940,100	 1518,750	 -7501,500	 -4041,750	 7076,900	 -3616	 9419	 8021,700	 -1812	 -8955,950	 -2579	 -4698,900	 -5974	 4978,850	 9669,250	 -8755,650	 -8139	 -2479,850	 -5553	 -8334	 -3414	 -7979	 940	 -9759,500	 -3131,700	 -7224	 -7584,500	 5047	 -9892,150	 7549	 5870	 1566	 7835,550	 -6375,400	 2348,450	 2491	 -1784,950	 -9761	 -2987	 -219	 7240	 5334,150	 3158,200	 9312
	 5336	 9480,800	 9284	 -6451	 -9060,950	 -5129,550	 -6635,700	 2588,800	 7737	 2277	 3459,200	 9015	 -2789	 3884,750	 -1169,500	 -3087	 -6922	 -5150	 -9344,250	 -9551,250	 9329	 -8503,650	 6524,300	 -7584	 -1524	 -945	 7845,050	 8128,700	 1632	 -3191	 -5717	 -4950	 -2895	 -6453,100	 -5607,950	 3538	 -888	 -8777	 6588	 -857,050	 3277	 -299	 -423	 1777	 532	 -9511	 6385,350	 2216,800	 6077,950	 2321,250	 -8829,750	 1275	 -4953,650	 -3459,400	 -7117,550	 2068,050	 1485	 5091,750	 -5004	 -9247,600	 2335,850	 -907,650	 -4615	 6116,850	 -6981	 -9187,050	 -4474,500	 3450	 6272,650	 6994	 -6851,800	 3024	 -9089,950	 -3614,750	 7480	 -1364	 -7914	 -637	 -8764,400	 6566	 -227,500	 -7420	 8454	 356	 -2957,950	 6469	 2395	 1788	 4804,050	 -1446	 2546	 3470	 4661,200	 -9599,700	 4960	 3406,200	 6491,600	 1144,950	 5013
	 -3056	 -7573	 -4526	 6748	 -3506,500	 -6161	 8925	 -2063,100	 -5591,700	 3013,350	 -1559	 4994,450	 9413	 6104,550	 -8974,700	 6907	 1983,600	 9049,700	 8425	 -7710	 9037	 -6932	 -9285	 8723	 -6623,550	 1374	 6654	 -1467	 8211	 3786	 3762,750	 101,450	 2226	 -9185,950	 -4062	 -1090	 -4501,550	 -6096,300	 -8444	 -2591,950	 1737	 -6514	 9920,500	 -2124,750	 -2820,050	 1433,400	 -1028	 -2594	 1560	 9605,500	 -7895	 -842,650	 1532,700	 1094,250	 7041,950	 9011,250	 -8051	 5820	 -5381	 -8222	 -4638	 7135,050	 -9638,250	 6079	 5174,850	 -8958	 6782	 2082,900	 2799,200	 -5307,050	 9262,050	 -8817	 4221	 -4189,900	 3407	 1798,300	 -3621	 9648,900	 6776	 429,300	 8721	 5169	 2881	 2089,650	 -9638	 -2973	 330,200	 -716	 8182,850	 -4942,450	 5014	 3646	 6337	 -2129	 -1765	 -595,850	 -7531	 2206	 -1354,150
	 -7220	 1095,950	 4676	 -9077	 6497,600	 9536	 -2431,750	 9021	 -6470	 6743	 5306	 6956,550	 9193	 465,250	 -6748,250	 -5060	 5798	 -6888,050	 5444	 3812,450	 -1076,950	 1719	 -7029	 5649	 -503,350	 2407	 -452	 3406,950	 -9172,850	 4702,400	 -3984,700	 7532,750	 -5307,250	 6148	 329	 2412	 -4332	 2564	 4735	 -9459	 -2204,800	 -5645,050	 -3257	 7322,350	 -7232	 -5727	 5538	 4388,600	 3742,700	 6998,200	 -9503,500	 4296	 -6048	 -4041	 -6595,450	 -5456	 -5789,600	 -2259,550	 1068,100	 -6245,100	 8513,750	 9523,350	 9914,750	 7943	 1825	 -92,550	 9251	 -252,050	 -799	 -1491	 4805,850	 -1492,950	 -9583,600	 4755,550	 9204	 4096,200	 -800,550	 1232	 -8979,950	 2396,150	 1251,300	 1988,200	 -980	 -4714,850	 151,200	 -8803,750	 3285,500	 -6947	 -4677,400	 -7458,800	 -192	 2127,050	 1180,950	 -5249	 -9779,950	 5991	 1616,450	 3633	 -6695,200
	 2201	 8935,550	 -3965,300	 9920	 3368,950	 1424	 -3909,950	 7978	 -4959,650	 -1354	 -828	 -892	 8306,750	 -1349,800	 -6080	 3671,650	 -9900	 6193	 -2260,800	 5749	 -1007	 6146,250	 6167	 4739,900	 -520	 1205,750	 1494,450	 -4775,550	 -7462,900	 -1938,900	 -8973,850	 -8279	 5425,150	 -8841	 -9620,100	 -11	 8595,300	 -1805	 -7784,100	 1507,700	 -7420	 6492,900	 5775,050	 2770	 2773,400	 -5613	 -2366	 6050,400	 -4992	 -3239	 9039,350	 3262	 -231	 8899	 -9737	 -438	 7991,550	 7761,650	 -2705,150	 -1657	 -3698	 -5161,050	 1346	 4241	 -5414,050	 9725	 6485,300	 5815	 3805	 8566	 -4163	 4521	 -3069	 6483	 -8286,350	 1647,850	 876	 8152,600	 95	 -179,400	 2350	 -4329	 -5183,750	 746	 5492	 7824	 1872	 5816,300	 -5802	 9941	 9232,800	 -8771,450	 -2993,050	 -1562,050	 -7453	 -5762	 -2523,750	 9199,050	 -7872,550
	 -7777	 -2110,550	 3969	 1625	 1160,500	 9222,550	 -6161,100	 -6236,550	 5181,800	 5248,800	 4016	 -6480	 -6162,600	 3659	 9005	 -5826,650	 8706,900	 2115,600	 -7682	 -3422,450	 6021,700	 2103	 9880	 -2932	 6891,800	 -1514	 1281,300	 -5611,100	 -8168,200	 -2348,350	 -2036	 -8973,350	 1181	 -7862	 2546	 9348,500	 8099	 4627,150	 -1613	 7939	 -4257,500	 -789,300	 -6462	 8497,350	 -4727,350	 2792	 8232,150	 8734	 6359,900	 4549,550	 50,500	 1611,900	 6792,550	 6320,600	 5879	 6349,650	 2840	 1817	 4850,100	 1572,100	 -2974	 7548	 -8648,200	 -4013,300	 -5071	 -6635	 -7717,200	 -3005,550	 -2324,100	 5476	 7686	 2616	 -8252,550	 -119,750	 -1102,400	 7122,100	 -7258	 9047	 -6666,400	 -4234,200	 4749	 9792	 102	 8993,150	 1967,450	 5188,600	 -4462,800	 1556	 4188,750	 -1554,800	 2810,200	 6861	 2827,200	 1613	 -5230	 2014	 -902	 7032	 -5874
	 -6110,150	 1008,850	 -5606,350	 -9844	 -8348,300	 -9207,600	 -8690,300	 -3973	 -3890,150	 -576	 -9701	 -4077	 1294,900	 9877	 -9945,850	 -3925	 8645,900	 -4268,200	 -6103	 -1134	 -793,350	 6792,450	 3308	 4134,650	 -5792	 -1626	 9422	 6825	 -554	 5844	 -9620,150	 5117	 -6166	 -8867,650	 7414	 -1814	 7511	 -7226,300	 -2397,650	 -2275	 -75	 -3805	 6108,150	 2380	 -6755	 5829,550	 5875,600	 9224	 1525,100	 5742,550	 -2391,150	 1424	 997,050	 371	 7960	 -3767,500	 -8126	 -7946	 8813	 2452	 7066,850	 -3035	 5537,350	 1510,950	 8218	 6110	 7117	 -8719	 -5599,650	 3013,350	 -3954,050	 -3211,100	 -6088	 -5259,250	 867,350	 -3027	 -5449,200	 -2101	 -732	 1586	 -7258,150	 6259	 4594,100	 -2561,700	 6918,250	 -8368	 -6300	 8067,550	 5559	 -5362,450	 -994	 -3969,050	 5246,200	 7025,750	 -7330,700	 1901,450	 -842	 -7826	 -4257
	 -830,400	 1378,100	 -4613	 -9769,400	 9135,100	 -2589	 693	 -3093	 4976,050	 -3709,450	 -4291	 6821	 -903,200	 4686,850	 -8738,900	 -651,050	 -7073	 8384,700	 7393	 4691	 -6705,150	 -8466,200	 2397,350	 -6274	 4515,300	 9052	 6492	 3078,100	 -9650	 -7393	 6831,500	 8319,400	 4942,050	 -4506	 -4557,050	 3174,500	 -3068,400	 6889	 -3248,950	 7629	 -4191,900	 -9191,500	 -3659	 -7159	 -5280,150	 -9835,550	 -2427	 -4281,300	 8826,500	 1357	 -2280,900	 1091	 -6630	 9742,600	 237,850	 -5665	 -9436	 1384,900	 4845	 -7650,650	 -498	 -8511	 2011	 5794,100	 8166,300	 -5099	 3530,350	 -9543	 -8289	 9067	 5801,150	 -9363	 6142	 4836	 7458	 2464	 -8428,100	 5500,050	 7996	 -9972,800	 4120	 -531,950	 -971,450	 -7823,700	 686	 -3043	 4814	 2949	 5652	 6093	 -6288	 -6540,550	 -6272,400	 8821	 7168,400	 8149	 8016	 1991	 -2071,600
	 -6669,600	 -2495,500	 -5963,150	 -5947	 843	 3044	 -7371	 -9563	 -5205	 6046	 3685,850	 -5567,850	 -5801,500	 -1045	 7145,950	 -2765	 9460	 1696,700	 -126	 7663	 -4426	 -6786,600	 1110	 9987	 9911,700	 -7771,250	 846	 -7575	 7532,850	 6396,950	 -3484	 -2037	 -8144,250	 -6032	 8388	 -5850,050	 3618	 7089	 9071,500	 3473,950	 -3982	 -9057	 7489	 997,500	 8884,700	 -2227	 -7253,600	 -9137	 -169,100	 38	 8261,100	 -1673,400	 -4784	 -8252	 -8432	 -1032	 8861	 -7823,900	 142,350	 -8317	 1383	 -8930	 8708,100	 7137	 -1977,600	 -501,450	 8344	 8307	 7895	 -4508	 2827	 4735	 -7467	 -1418	 2585	 7163,400	 -3406,600	 -7566	 1664	 -5825,400	 -1336	 -346,550	 8071,700	 7470	 5018	 -2040	 2925,550	 -2539,450	 -5765,750	 -8170	 8759,650	 5756,100	 5550,600	 -1228,200	 -7583,700	 -3742	 8876	 -5630	 -7128
	 -8567	 -693,300	 5222	 9438	 -4537,100	 4074	 3944	 -9317,350	 -9126	 -5198,400	 5340,900	 9473	 298	 2953	 7921,350	 -5428	 -9978,700	 1382,450	 9875,800	 -5897,250	 -3077	 -148,700	 -6334,550	 -8654	 5497,950	 7426,800	 -1646	 -1785,200	 6552,700	 -356,900	 3846,050	 -3185,800	 -5753	 -6697	 -3854	 4472	 3105	 -3162	 7782,650	 2641	 -8335,050	 9091	 -7431,650	 -4957	 4349,400	 4436,150	 -1218,500	 5462,200	 8277,300	 7091,250	 9975	 -9409,750	 6580	 2563	 7496,800	 8260	 -5081	 -931,900	 -6108	 6544,500	 -7193	 -3148,100	 1318,950	 4015	 6413	 8280	 -5865	 -3367,250	 4447	 -3395	 -244	 -8389,350	 -6199	 6275	 6976	 -6339	 6557,400	 2717,500	 -4147	 -5987,400	 -4948,800	 4438	 8307,350	 -2416	 -3444	 -4633	 -6391,500	 8714	 -5687,350	 -9682	 7818	 830,500	 6474,700	 -8537	 -8577,200	 445,700	 -336	 -1291	 -5800
	 888,500	 8728,300	 1869	 1548	 6137,550	 9391	 7511,700	 1352,350	 -9833	 -4609	 -1606,200	 -4434,700	 2173	 -3225,600	 8345,650	 5624	 -6887	 988	 532	 5865,600	 3883,250	 3385,950	 1934	 4050	 604	 -1182	 -8010	 -6837,900	 7323,800	 -9077,950	 8249,450	 3612	 -8397	 772	 -3040	 9994,500	 3309,250	 1523	 1441	 -8479	 -7930,200	 -9321	 6177,650	 -9716	 -6286	 -3361,450	 -500,500	 -3499	 1151,100	 1162	 2728,400	 -5141	 37,700	 4382	 -1284	 -8894,350	 -5366,300	 4019	 -2371,900	 3039,850	 -5753	 5422,800	 2888,400	 5033,100	 -4348,250	 4105	 5168	 214	 1863	 7373,600	 -2699,400	 -524,550	 2676	 6740	 8027,450	 -8570	 7335,450	 -2287,450	 -2537	 -7538	 4758	 8633	 2149,300	 -8989,550	 -8332	 5204	 2626,600	 5232,550	 -5954,100	 2315	 -8621,550	 -1818	 -7692	 -148,600	 4053	 -366	 5552	 4090,800	 1869
